freq,sectperf,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,TOTAL,MIO_NAC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.27 	9.534 	: 	: 	: 	: 	: 	18.419 	21.221 	24.04 	27.051 	33.217 	40.892 	46.508 	54.438 	61.353 	70.058 	73.365 	82.988 	86.198 	89.883 	85.322 	87.469 	89.521 	85.286 	98.815 	110.214 	133.097 	164.435 	184.764 	199.497 	207.015 	213.5 p
A,TOTAL,MIO_NAC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15211 d	14499 d	12320 d	12983 d	13982.6 b	16264.3 	19477.4 	22865 	23646.7 	26487.2 	28337 	29552.2 	32246.596 	35083.039 	38145.745 	43268.254 	50008.888 	49871.977 	50874.619 	52973.568 	62753.403 	72360.307 	77853.386 	85104.467 	88663.39 	80109.157 	90386.025 	102753.73 	111622.047 	113382.506 	121930.366 	133305.05 	139699.996 p
A,TOTAL,MIO_NAC,DE	: 	19419.38 	20819.29 e	21641.04 	22876.22 e	25450.02 	27282.54 e	29053.62 	30659.62 e	32552.04 	34050.51 e	37847.6 b	38688.49 e	38624.08 	38901.72 e	40453.677 	41206.136 	42916.263 	44642.152 	48352.314 	50825.217 	52235.953 	53551.061 	54727.818 	55096.623 	55878.889 	58966.702 	61500.942 	66594.101 	67078.121 	70014.208 	75569.073 	79110.378 	79729.508 	84246.766 	88781.819 	92173.556 	99553.616 	104669.045 	110025.41 	106582.971 	113183.578 	121421.258 	129972 p
A,TOTAL,MIO_NAC,DK	: 	4468.4 	5292.6 	6097 	6896 	7692 	8813 	9933 	10913 	11892 	12996 	14100 	14897 	15695 	: 	18543 	19657 e	21652 	23793.14 	26415.11 	29009 	31883.38 	34431 	36074.597 	36432.619 	37958.515 	40424.757 	43739.13 b	49963 	52613.9 	52825.9 	54383.4 	56494.7 	57320.7 	57732 	62210 	65191 	64281 	66834 	67999 p	68991 	70433 p	81546.534 	83744.361 p
A,TOTAL,MIO_NAC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.818 	36.609 	37.03 	48.797 	55.699 	66.864 	82.702 	104.023 	150.991 	173.648 	208.039 	197.393 	232.76 	384.447 	380.695 	326.045 	286.736 	302.82 	270.34 	304.32 	365.64 	452.97 	480.89 	550.962 	641.737 	702.188 
A,TOTAL,MIO_NAC,EL	: 	12.57 b	: 	: 	: 	: 	53.8 	: 	80.97 	120.32 b	: 	174.62 	: 	294.82 	: 	388.56 b	: 	492.23 	: 	760.23 	: 	851.5 	: 	977.78 	1021.47 e	1153.526 	1222.6 e	1341.6 e	1601.57 be	1485.94 e	1352.52 e	1391.156 	1337.6 	1465.67 	1488.74 	1703.82 	1754.18 	2038.43 	2179.31 	2337.66 	2494.2 	2645.942 	3070.304 	3362.682 p
A,TOTAL,MIO_NAC,ES	: 	437.615 	576.984 	647.074 	758.471 	933.618 	1188.057 	1385.387 	1729.046 	2039.381 	2559.285 	2881.084 	3244.979 b	3350.053 	3294.467 e	3550.108 	3852.634 e	4038.901 	4715.016 	4995.358 	5718.99 	6227.157 	7193.538 	8213.036 	8945.761 	10196.871 	11815.218 	13342.371 	14701.393 	14581.676 	14588.455 	14184.295 	13391.607 	13011.798 	12820.756 	13172 	13260 	14063 	14946 	15572 	15768 	17249.25 	19324.755 	22379.154 p
A,TOTAL,MIO_NAC,FI	: 	436.397 b	: 	621.723 	765.255 	882.718 e	1002.568 	1142.316 	1317.702 e	1501.178 	1655.474 e	1710.639 b	1747.136 e	1795.759 	2008.332 	2172.383 	2503.645 e	2904.891 	3354.508 	3878.8 	4422.61 	4619.018 	4830.365 	5005.018 	5253.417 	5473.7 	5761.196 	6242.67 	6871.092 	6786.472 	6971.301 	7163.692 	6831.888 	6684.1 	6512.1 	6070.9 	5926.1 	6173.2 	6437.7 	6715.1 	6932.7 	7491.1 	7936.14 	8439.4 
A,TOTAL,MIO_NAC,FR	: 	9523.688 b	11408.629 	12908.102 	14665.26 	16146.958 	17266.33 	18501.823 	19914.568 	21884.499 	23959.238 	24863.261 	25821.343 	26483.596 	26764.407 	27302.462 	27835.361 	27755.783 b	28318.945 	29528.399 	30953.6 b	32887.37 	34527.255 	34569.095 	35692.601 b	36227.644 	37904.431 	39303.086 	41066.323 	42834.917 	43468.832 b	45111.514 	46519.037 	47362.045 	47918.737 	48959.451 	49650.92 	50513.598 	51913.8 	53427.81 	52722.272 	55498.859 	58933.996 	61725.558 p
A,TOTAL,MIO_NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	266.242 	293.185 	343.221 	306.815 	289.216 	338.908 	407.99 	370.85 	324.229 	332.109 	329.439 	356.759 	344.363 	378.748 	402.293 	419.537 	494.011 	591.465 	626.911 	724.59 	959.433 	1083.028 p
A,TOTAL,MIO_NAC,HU	: 	: 	: 	: 	: 	: 	: 	32155 d	32402 d	33441 d	33340 d	26731 d	30988 d	34686 d	38852 bd	41201 d	44889.4 d	61749.3 d	68620.4 d	78187.9 d	105387.6 d	140605.2 d	171470.2 d	175772.9 d	181525.4 b	207764 	237953.2 	245692.8 	266388 	299158.7 	310210.5 	336537.3 	363683.4 	420100.3 	441092.1 	468389.7 	427191.8 	517258 	654163.1 b	702199.3 	771489.6 	907453.323 	919850.135 d	1040943.582 d
A,TOTAL,MIO_NAC,IE	: 	105.81 	123.904 	132.099 	159.595 	187.549 	215.845 	229.829 	240.222 	269.388 e	300.251 e	351.389 e	414.698 e	506.952 e	590 e	671 e	764.815 e	862.448 e	971.611 	1068.4 e	1175.9 	1284.3 	1435.8 	1636.8 	1840.4 	2030 	2216.9 	2432 	2605.6 	2735.556 e	2669.505 e	2665.9 e	2733.892 e	2813.14 e	2967.2 	3108.7 	3175.1 	3727.603 	3624.726 e	4136.172 	4298.518 	4820.975 	: 	: 
A,TOTAL,MIO_NAC,IS	: 	160.2 	: 	461.9 	647.2 	895.2 	1160.6 	1593.5 	: 	3149.94 	3613.311 	4619.223 	5309.49 	5497.662 	6047.428 	6957.929 	: 	9650.698 	11772.451 	14521.644 	18250 e	22783.797 	24097.031 e	23720 	: 	28443.011 	34965.473 	35130.575 	39170.591 	42239.542 	: 	42424.9 be	: 	33342.3 b	40395.266 	50408.267 	53007.032 	55049.304 	56904.04 	70816.056 	72830.818 	91033.01 	100967.985 	109358.191 
A,TOTAL,MIO_NAC,IT	: 	2094.41 	2538.74 	3112.69 	3781.99 	4716.75 	5262.25 	6040.5 	6859.21 	7643.91 	8780.4 	9119.22 b	9274.51 	9096.48 	8980.6 	9225.94 	9892.95 	10789.1 b	11444 	11524.1 	12460.3 	13572.2 	14599.5 	14769 	15253 	15598.8 	16831.3 	18231.4 	18992.8 	19209 	19624.9 	19810.6 	20502.5 	20983.1 	21781.275 e	22157 	23171.612 b	23793.65 	25232.243 	26259.661 	25028.257 	25991.328 	27286.216 	27939.07 p
A,TOTAL,MIO_NAC,JP	5246249 	5982356 	6528700 	7180782 	7893931 	8890299 	9192932 	9836640 	10627572 	11815482 	13078315 	13771524 	13909493 	13709139 	13596030 	14408236 	14155058 b	14794030 	15169203 	15032660 	15304423 	15542822 	15551513 	15683403 	15782743 	16672632 	17273451 	17756238 	17377220 b	15817728 	15696479 	15945058 	15883592 	16680069 b	17472907 	17436052 	16911538 	17512261 	17919014 b	17954894 	17622448 	18106499 	19060187 	: 
A,TOTAL,MIO_NAC,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4158441 d	4989031 d	6152983 d	7894746 d	9440606 d	10878050 d	12185807 d	11336617 d	11921752 d	13848501 d	16110521 d	17325081 d	19068681 d	22185343.34 d	24155413.6 d	27345704.1 d	31301377.26 b	34498053.84 	37928502.24 	43854834.28 	49890418.95 	55450115.65 	59300949.33 	63734126.79 	65959371.73 	69405529.89 	78789187.37 	85728714.74 	89047077.12 	93071686.49 	102135243.5 	112646008.3 	: 
A,TOTAL,MIO_NAC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.278 	33.283 	47.75 b	62.911 	70.809 	63.815 	78.177 	94.648 	99.832 	110.577 	136.903 	156.974 	190.512 	232.594 	257.791 	223.471 	219.59 	282.698 	298.367 	332.426 	376.827 	389.67 	327.612 	378.906 	426.306 	485.998 	564.868 	623.723 	710.233 	772.084 p
A,TOTAL,MIO_NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	363.9 	: 	: 	425.8 	447.7 	472 	563.5 	591.6 e	618.8 	620.28 	603.7 	631.4 	561.403 b	605.731 	630.3 	678 	712.1 	720.7 	704.5 	737.8 	707.084 e	753.422 	817.419 	820.636 p
A,TOTAL,MIO_NAC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.395 	10.159 	12.322 	17.516 	18.583 	19.764 	22.809 	22.069 	29.866 	30.08 	34.334 	34.391 	44.209 	72.01 	111.269 	125.113 	141.576 	85.23 	109.561 	141.434 	145.374 	139.5 	162.8 	152.2 	110.4 	137.9 	186.2 	195.2 	221.12 	248.858 	293.201 	323.506 
A,TOTAL,MIO_NAC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.279 	: 	12.586 	12.559 	13.67 	12.833 	15.003 	23.49 	17.985 	: 	: 	: 	: 
A,TOTAL,MIO_NAC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2482.4 	2592.4 	2190.5 	2403.3 	2547.9 	2494 	: 	3049.934 	: 
A,TOTAL,MIO_NAC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.298 	11.367 	23.974 b	27.251 	31.253 	31.58 	32.685 	31.761 	40.037 	46.053 	59.234 	59.055 	60.539 	71.491 	58.702 	65.928 	74.626 	80.05 	86.205 	99.917 	105.349 	126.167 
A,TOTAL,MIO_NAC,NL	: 	3014.46 	3305.34 b	3493.65 	3563.08 	3969.67 	4325.89 	4555.95 	4611.77 	4661.68 	5040.59 b	5043.77 	5075.99 	5285.178 	5665.9 b	6006.689 	6344.301 b	6808.065 	6868.871 	7646 b	8090 	8655 	8747 	9148 	9469 	9772 	10175 	10342 	10502 	10408 	10892 	12235.3 b	12512.616 b	14240 b	14595 	14808 	15235 	16081 	16554 	17760 	18494 	19751.581 	21618.46 b	22227.876 e
A,TOTAL,MIO_NAC,NO	: 	4213.8 	4952.5 e	5690.8 	6826.4 be	8109.9 	: 	10202.7 	: 	11532.7 	: 	12603.1 	: 	14262.6 	: 	15907.6 b	: 	18187.2 	: 	20318.7 	: 	24443.7 	25440 	27215.3 	27532.7 	29499.3 	32254.4 	36770.2 	40526.7 	41884.5 	42759.1 	45440.4 	48043.5 	50748.2 	53866.9 	60209.2 	63344.8 	69176.2 	72777.1 	76830.4 	77690.3 	81620.173 	88906.339 	94531.792 p
A,TOTAL,MIO_NAC,PL	: 	: 	: 	: 	: 	: 	: 	26 	39 	130 	539.1 	654.2 	956 	1295 	1721 	2132.8 b	2761.4 	3361 	4005.1 	4590.5 	4796.1 	4858 	4522 	4558.2 	5155.3 	5574.5 	5892.8 	6673 	7706.2 	9069.9 	10416.2 	11686.7 	14352.9 	14423.8 	16168.2 	18060.7 	17943 	20578.5 	25647.792 	30284.822 	32402.089 	37675.849 	44702.389 	53115.94 p
A,TOTAL,MIO_NAC,PT	: 	: 	32.63 	44.52 e	56.4 	77.75 e	99.1 	124.15 e	149.19 	204.37 e	259.54 	330.28 e	401.02 	419.8 e	439.46 e	460.04 	518.46 e	576.88 	695.8 	814.75 	926.59 e	1038.432 	1029.006 e	1019.581 	1110.346 e	1201.112 	1586.922 e	1972.733 	2585.075 b	2771.6 	2757.555 	2566.45 	2320.133 	2258.471 	2232.249 	2234.37 	2388.467 	2585.1 	2769.072 	2991.864 	3236.212 	3609.191 	4124.124 	4522.66 p
A,TOTAL,MIO_NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.732 	5.115 b	18.314 	38.548 	57.715 b	76.835 	146.5 	183.339 	219.581 	296.205 	459.343 	574.386 	762.065 	952.872 	1183.66 	1565.802 	2177.335 	2980.7 	2356.907 	2413.467 	2786.83 b	2872.728 	2464.779 	2555.662 	3476.933 	3675.142 	4317.087 	4769.28 	5065.332 	4964.533 	5616.594 	6429.5 	8288.54 p
A,TOTAL,MIO_NAC,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24944.966 	22828.236 	24683.992 	32505.764 	28175.33 	30084.387 	34990.6 	37956.3 	41531.049 	46615.667 	48074.1 	49847.132 	62330.472 	68574.283 	77433.812 
A,TOTAL,MIO_NAC,RU	: 	: 	: 	: 	: 	: 	: 	8.04 	9.21 	10.9 	13.08 	19.99 	140.59 	1317.2 	5146.1 	12149.46 	19393.89 	24449.69 	25082.07 	48050.53 	76697.1 	105260.7 	135004.5 	169862.4 	196039.9 	230785.2 	288805.2 	371080.3 	431073.2 	485834.3 	523377.2 	610426.7 	699869.8 	749797.6 	847527 	914669.1 	: 	1019152.4 	1028247.6 	1134786.7 	: 	: 	: 	: 
A,TOTAL,MIO_NAC,SE	: 	13320.3 be	: 	18189 e	: 	24991 e	: 	30553 e	: 	36272 e	: 	41760 e	: 	49009 be	: 	59023 be	: 	67026.439 e	: 	76569.726 e	: 	96989.601 e	: 	96773 e	95131 e	98472 b	108477.83 e	107372 	118405 e	113442 	113207 e	118809 	120911 e	124635 e	123848 e	137146 	143372 e	155532 	160351 	171060 	175825 	186661.302 	203662.962 	221774.794 p
A,TOTAL,MIO_NAC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95.936 	136.125 	157.123 e	153.63 	172.463 	200.363 	230.298 	256.368 	310.379 	339.865 	319.632 	378.579 	412.765 	483.716 	500.51 	616.949 b	656.882 	745.942 	894.213 b	928.306 	935.006 	890.232 	853.067 	811.953 	802.291 	892.724 	990.698 	1007.493 	1112.49 	1195.083 	1364.626 p
A,TOTAL,MIO_NAC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	161.289 	238.498 	207.163 b	187.944 	148.476 b	178.384 	196.01 	257.054 b	204.275 	184.293 	202.018 	214.665 	210.217 	232.889 	231.196 	249.054 	267.649 	282.63 	316.459 	302.994 	416.369 	468.439 	585.225 	610.876 	669.632 	927.272 	640.835 	748.955 	750.947 	776.59 	838.927 	918.346 	1074.996 	1279.922 
A,TOTAL,MIO_NAC,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.276 	3.33 	5.357 	8.776 	13.991 	29.509 	66.709 	141.782 	260.422 	489.163 	798.438 	1291.891 	1843.288 	2197.09 	2897.516 	3835.441 	4399.881 	6091.179 	6893.048 	8087.453 	9267.59 	11154.15 	13062.263 	14807.322 	17598.117 	22741.101 	29411.867 	36862.358 	47801.863 	56977.709 	69038.126 	101737.888 	198669.744 	: 
A,TOTAL,MIO_NAC,UK	: 	6023.5 b	: 	6661.9 	: 	7959 b	8623 	9221 	10035 	11069 	11991 	12132 	12366 b	13189.2 	13684.2 	14033.5 	14336 	14656.6 	15454.494 	16928.638 	17718 	18286 	19227.8 	19898.1 	20248.1 	21681.2 	23203.1 	24996.837 	25641.211 e	25863.6 e	26362 e	27379.7 b	27006 e	28875.1 	30599.6 e	31626 	33129.6 e	34808.6 	37071.9 	38943 p	: 	: 	: 	: 
A,TOTAL,MIO_NAC,US	63760.313 d	72749.617 d	81165.868 d	90403.063 d	102874.499 d	115218.824 d	120561.752 d	126666.528 d	134202.138 d	142225.619 d	152388.695 d	161387.797 d	165834.736 d	166146.501 d	169612.535 d	184076.992 d	197792.15 d	212708.789 d	226934 bd	245548 d	269513 d	280238 d	279891 d	293852 d	305640 bd	328128 d	353328 d	380316 d	405405 d	404200 d	408495 d	427125 d	434424 d	455089 d	476971 d	507372 bd	533451 bd	565529 d	617722 d	677286 d	730241 d	821811 bd	923243 dp	: 
A,TOTAL,MIO_PPS,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2413.205 e	2618.419 e	2805.262 e	3065.538 	3402.066 e	3687.03 e	3939.284 e	4266.884 	4660.344 e	4884.116 	5598.449 e	5839.405 	6245.399 	6854.022 e	6693.164 	7247.736 e	7416.868 	8428.014 e	8664.773 	9217.227 e	9447.795 	9963.276 e	10004.148 	10552.239 e	10956.804 	10691.891 e	11688.87 	12677.804 e	13755.584 p
A,TOTAL,MIO_PPS,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	72.769 	90.49 	74.814 	: 	: 	: 	: 	67.907 	70.121 	72.23 	: 	: 
A,TOTAL,MIO_PPS,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3139.218 	3411.885 	3658.539 	3802.867 	4142.615 	4580.853 	4983.148 	4881.03 	4851.428 	4969.483 	5097.517 	5387.837 	5709.836 	6096.975 	6149.944 	6772.708 	7317.75 	7911.118 	8196.268 	8552.715 	9091.497 	9651.197 	10508.032 	11640.974 	13352.331 	13931.936 	15397.021 	16575.351 e	17661.965 p
A,TOTAL,MIO_PPS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	232.766 	202.997 b	186.15 	204.658 	213.915 b	215.809 	206.28 	232.438 	253.706 	273.141 	285.729 	304.738 	328.397 	373.064 	393.253 	471.298 	456.503 	528.767 	553.582 	720.455 	900.73 	764.985 	772.007 	826.384 	964.219 	968.535 	985.551 	1073.291 	1243.036 p
A,TOTAL,MIO_PPS,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4487.145 	: 	: 	: 	4956.816 	: 	: 	: 	6325.844 	: 	: 	: 	8470.261 	: 	: 	: 	10088.449 	: 	: 	11961.086 	: 	12179.21 	: 	13142.99 	: 	14809.857 	: 	: 
A,TOTAL,MIO_PPS,CN_X_HK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10626.257 	11896.82 	15136.453 	16741.191 	21416.404 	28462.724 b	32750.463 	40615.734 	47575.243 	58382.72 	71507.008 	84754.229 	99654.643 	113318.321 	138178.3 b	162668.471 	186917.898 	219161.715 	244149.004 	271515.316 	306170.666 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,MIO_PPS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.547 	24.601 	27.847 	31.457 	38.318 	45.579 	51.79 	61.664 	68.697 	79.671 	82.04 	91.861 	93.163 	95.855 	89.121 	91.83 	94.373 	92.447 	110.282 	123.036 	147.351 	181.81 	203.993 	220.227 	227.041 	237.637 p
A,TOTAL,MIO_PPS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1050.036 b	1141.635 	1262.97 	1360.138 	1388.548 	1535.089 	1637.371 	1675.266 	1867.419 	1986.751 	2144.935 	2385.766 	2768.965 	2780.381 	2816.354 	2931.965 	3503.369 	4017.629 	4393.953 	4800.514 	4926.045 	4424.16 	4995.801 	5631.483 	5999.702 	5960.693 	6402.258 	6725.649 	6963.448 p
A,TOTAL,MIO_PPS,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34419.58 	35843.578 	36907.691 	38343.471 	42343.737 	44759.815 	46497.675 	48060.185 	50146.899 	51437.849 	52429.549 	55295.107 	57989.668 	62978.505 	62438.91 	65810.867 	71381.815 	74194.266 	74255.4 	78507.843 	82015.537 	85063.129 	91796.787 	96497.626 	99676.949 	96317.456 	101668.594 	108499.025 	115573.814 p
A,TOTAL,MIO_PPS,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1779.729 	1912.904 e	2082.384 	2285.538 	2521.705 	2778.853 	3035.645 	3296.157 	3424.554 	3518.258 	3627.118 	3877.079 	4230.581 b	4879.628 	5138.177 	5266.107 	5426.619 	5514.368 	5623.756 	5644.671 	6121.224 	6395.35 	6424.181 	6697.532 	6762.436 p	6923.526 	7126.408 p	8223.766 	8579.706 p
A,TOTAL,MIO_PPS,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	115713.465 e	122599.168 e	128163.797 e	131199.266 e	135446.869 e	141256.938 e	150833.051 e	160149.497 e	171845.009 e	171713.565 e	178402.65 e	187742.077 e	193012.938 e	196731.794 e	202927.113 e	209713.104 	215570.726 e	228038.491 	239157.841 e	250980.087 	247977.212 e	264518.74 	285043.123 e	300339.276 e
A,TOTAL,MIO_PPS,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	116086.007 e	122989.257 e	128587.619 e	131654.451 e	135973.965 e	141719.364 e	151275.544 e	160671.027 e	172460.905 e	172262.576 e	178879.884 e	188238.871 e	193513.092 e	197274.331 e	203451.787 e	210297.119 	216193.204 e	228691.438 	239920.051 e	251894.767 	248953.117 e	265640.094 	286466.92 e	301906.585 e
A,TOTAL,MIO_PPS,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55.067 	66.161 	65.596 	82.772 	93.887 	112.999 	136.865 	169.232 	230.435 	248.729 	296.133 	288.199 	343.943 	559.865 	539.428 	450.342 	389.951 	404.913 	355.716 	390.707 	460.161 	557.111 	596.218 	662.418 	715.13 	780.265 
A,TOTAL,MIO_PPS,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	569.998 b	: 	656.656 	: 	943.464 	: 	1054.177 	: 	1171.687 	1201.55 e	1332.296 	1403.303 e	1474.548 e	1755.197 be	1592.623 e	1417.592 e	1453.331 	1442.433 	1675.323 	1745.544 	2010.837 	2070.005 	2434.426 	2615.952 	2809.829 	3004.604 	3208.003 	3742.457 	4075.016 p
A,TOTAL,MIO_PPS,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4176.804 	4519.956 e	4669.536 	5419.889 	5646.437 	6420.688 	6893.931 	7942.693 	8880.225 	9542.125 	10850.713 	12759.235 	14382.374 	15714.037 	15318.721 	15186.262 	14798.198 	14226.866 	13913.966 	13869.769 	14243.619 	14330.952 	15309.433 	16039.699 	16760.504 	16612.846 	18405.462 	20719.021 	24450.61 p
A,TOTAL,MIO_PPS,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	131901.474 e	140078.874 e	145952.236 e	149363.214 e	154184.025 e	160718.776 e	172164.442 e	182996.695 e	197257.867 e	196779.457 e	204453.578 e	215824.565 e	223282.334 e	227745.556 e	234909.03 e	244777.002 	250101.954 e	265506.789 	280414.954 e	295474.517 e	293745.727 e	314158.063 e	339091.215 e	359453.267 e
A,TOTAL,MIO_PPS,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1847.076 	2139.356 e	2457.066 	2814.917 	3266.963 	3732.916 	3812.424 	3966.468 	4100.625 	4409.93 	4576.29 	4805.522 	5272.259 	5844.604 	5715.357 	5858.334 	5943 	5552.169 	5327.377 	5143.554 	4807.377 	4672.475 	4908.715 	5112.694 	5284.11 	5520.808 	6034.251 	6398.978 	6909.216 
A,TOTAL,MIO_PPS,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23220.921 	24038.483 	23960.241 b	24503.928 	25897.107 	27635.909 b	29852.83 	31419.833 	30518.928 	31182.109 b	32369.232 	33672.774 	34913.111 	36129.577 	37476.196 	38488.429 b	39946.793 	40679.851 	42107.081 	42518.467 	43518.352 	44208.815 	45045.924 	46549.442 	49211.379 	48591.955 	51024.05 	54251.046 	57432.48 p
A,TOTAL,MIO_PPS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	423.822 	455.184 	527.096 	462.426 	442.493 	521.53 	615.895 	549.011 	477.234 	496.794 	500.154 	542.536 	524.674 	584.015 	622.477 	652.946 	762.21 	914.68 	975.906 	1121.353 	1423.797 	1567.309 p
A,TOTAL,MIO_PPS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	561.351 d	515.018 d	591.248 d	583.651 d	624.898 d	795.192 d	1017.065 d	1189.592 d	1182.66 d	1155.131 b	1299.378 	1438.323 	1446.852 	1577.642 	1768.861 	1856.97 	2017.61 	2137.466 	2425.507 	2442.276 	2540.019 	2247.195 	2611.267 	3188.831 b	3289.683 	3474.349 	3889.775 	3637.166 d	3825.845 d
A,TOTAL,MIO_PPS,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	701.644 e	802.725 e	864.749 e	936.366 	976.832 e	1034.759 	1096.446 	1198.377 	1338.447 	1516.942 	1643.033 	1801.201 	2004.682 	2140.492 	2291.584 e	2377.924 e	2388.649 e	2452.383 e	2502.282 e	2595.907 	2759.83 	2776.384 	3222.452 	3102.273 e	3386.669 	3540.818 	4022.675 	: 	: 
A,TOTAL,MIO_PPS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	81.02 	: 	109.612 	127.768 	153.113 	178.906 e	213.545 	216.786 e	210.271 	: 	243.013 	273.441 	258.34 	265.36 	261.454 	: 	233.871 be	: 	175.587 b	208.92 	255.218 	262.915 	273.402 	273.694 	332.069 	324.749 	404.474 	452.917 	488.128 
A,TOTAL,MIO_PPS,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9953.63 	10509.132 	11224.708 b	11904.712 	11940.068 	12851.566 	13759.829 	14530.914 	14547.156 	14627.948 	14936.801 	16257.727 	17783.609 	18802.891 	18802.674 	19208.273 	19454.199 	20244.584 	20536.031 	21101.388 e	21560.843 	22973.352 b	23685.172 	25114.206 	26379 	25284.235 	26544.678 	28427.465 	28936.961 p
A,TOTAL,MIO_PPS,JP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	69303.684 	70437.892 b	73558.955 	75856.635 	77517.906 	82170.075 	85956.001 	89582.448 	92237.949 	95932.063 	105381.589 	110319.21 	116484.761 	115385.055 b	103653.478 	106345.429 	110555.291 	112465.337 	118813.219 b	121494.875 	121131.642 	111315.044 	114427.811 	116645.819 b	113095.283 	111735.322 	115690.565 	124591.858 	: 
