freq,sectperf,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,TOTAL,MIO_PPS,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10039.06 d	11420.114 d	12625.089 d	11366.455 d	12396.555 d	14650.102 d	16594.946 d	17511.199 d	18769.37 d	21755.724 d	24057.751 d	27343.437 d	31282.636 b	32870.357 	33869.908 	38950.579 	44040.49 	49462.427 	52014.471 	56969.424 	59660.683 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,MIO_PPS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	77.304 	95.823 b	113.488 	124.663 	115.623 	143.756 	180.998 	194.481 	224.7 	270.129 	295.381 	339.315 	390.544 	405.841 	359.447 	368.951 	466.056 	486.662 	541.053 	610.039 	628.234 	518.981 	587.765 	647.191 	731.831 	832.42 	905.208 	943.803 	999.655 p
A,TOTAL,MIO_PPS,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	316.234 	: 	: 	362.343 	384.51 	408.403 	488.573 	506.902 e	533.421 	518.62 	493.525 	519.739 	457.102 b	488.229 	510.828 	553.027 	580.576 	583.445 	562.718 	578.408 	538.866 e	579.707 	625.842 	620.378 p
A,TOTAL,MIO_PPS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49.552 	48.003 	48.366 	53.747 	52.043 	68.749 	70.453 	77.962 	74.645 	90.441 	134.443 	180.893 	174.576 	190.852 	123.48 	170.237 	211.378 	212.035 	201.617 	234.454 	219.878 	158.251 	195.451 	257.688 	264.54 	300.729 	326.126 	366.191 	401.155 
A,TOTAL,MIO_PPS,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.051 	: 	24.951 	24.874 	27.323 	25.529 	29.358 	45.721 	35.471 	: 	: 	: 	: 
A,TOTAL,MIO_PPS,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91.787 	94.972 	79.3 	85.985 	90.751 	88.195 	: 	104.393 	: 
A,TOTAL,MIO_PPS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.915 	16.261 	34.588 b	38.961 	43.456 	43.886 	44.368 	42.11 	52.922 	59.76 	75.438 	73.792 	73.981 	85.691 	69.931 	77.207 	86.24 	92.366 	98.762 	114.053 	118.105 	140.681 
A,TOTAL,MIO_PPS,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5533.11 	5939.3 b	6268.705 	6308.488 	7048.759 b	7545.867 	7915.965 	7958.112 	8114.461 	8521.495 	8919.232 	9275.127 	9491.992 	9611.143 	9262.918 	9650.638 	10903.153 b	11205.997 b	12873.713 b	12930.462 	13141.407 	13302.54 	14119.641 	14450.196 	15049.955 	15796.712 	16979.653 	18467.057 b	18805.151 e
A,TOTAL,MIO_PPS,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1468.968 b	: 	1680.22 	: 	1828.734 	: 	2204.916 	2302.283 	2429.157 	2464.791 	2682.389 	2919.769 	3253.424 	3549.152 	3481.208 	3535.739 	3727.373 	3925.123 	4055.573 	4160.024 	4357.365 	4381.237 	4872.593 	5148.68 	5269.213 	5175.592 	5742.844 	6553.856 	6648.507 p
A,TOTAL,MIO_PPS,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1535.493 b	1732.252 	1858.621 	2013.524 	2207.353 	2173.22 	2188.426 	2059.302 	2073.757 	2301.381 	2444.152 	2531.065 	2841.703 	3245.467 	3663.599 	4367.251 	4833.409 	5899.818 	5906.794 	6555.996 	7354.993 	7191.814 	8108.603 	9946.093 	11593.608 	12187.789 	13790.07 	15520.962 	17682.032 p
A,TOTAL,MIO_PPS,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	625.119 	699.234 e	752.816 	881.461 	1030.467 	1164.201 e	1280.998 	1254.898 e	1249.658 	1341.573 e	1480.644 	1970.284 e	2407.903 	3152.811 b	3335.692 	3348.742 	3068.775 	2829.554 	2792.431 	2763.194 	2745.739 	2903.149 	3083.825 	3286.811 	3532.728 	3808.222 	4233.149 	4890.372 	5468.966 p
A,TOTAL,MIO_PPS,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	782.207 b	743.012 	603.212 	514.37 	418.57 	399.301 	467.313 	481.193 	531.678 	613.557 	691.681 	889.286 	1155.312 	1476.537 	1135.437 	1187.73 	1339.507 b	1356.494 	1107.288 	1124.604 	1502.993 	1598.423 	1837.394 	1941.486 	2012.288 	1963.997 	2162.624 	2330.897 	2948.043 p
A,TOTAL,MIO_PPS,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	566.209 	495.915 	506.294 	631.865 	517.028 	541.608 	617.417 	651.647 	698.7 	770.819 	788.4 	800.803 	966.854 	1001.418 	1077.817 
A,TOTAL,MIO_PPS,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9258.142 	10430.187 	11739.984 	10278.273 	11701.661 	13955.33 	16591.904 	18644.455 	20757.962 	20435.298 	20689.874 	22539.838 	26044.744 	25176.421 	26996.494 	26132.927 	26547.563 	28672.847 	29081.536 	30959.89 	32226.289 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,MIO_PPS,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5287.662 be	: 	6010.801 e	: 	6875.009 e	: 	8537.516 e	: 	8374.989 e	8361.842 e	8506.418 b	9462.641 e	9553.859 	10464.243 e	9601.198 	9492.374 e	10008.677 	10314.702 e	10460.344 e	10168.729 e	11133.878 	11286.823 e	12066.098 	12263.095 	12957.815 	13313.721 	14161.284 	15112.564 	16304.572 p
A,TOTAL,MIO_PPS,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	337.902 e	304.937 	316.518 	345.51 	378.417 	404.407 	458.592 	477.569 	431.656 	508.829 	553.964 	630.587 	626.862 	755.244 b	768.35 	884.878 	1067.713 b	1129.527 	1142.751 	1078.921 	1030.076 	977.187 	966.369 	1066.387 	1183.757 	1209.086 	1315.424 	1408.26 	1576.966 p
A,TOTAL,MIO_PPS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	352.471 	381.064 	477.493 b	364.682 	311.458 	324.922 	344.498 	330.377 	351.224 	334.597 	361.135 	383.574 	402.945 	456.856 	443.714 	627.525 	689.178 	856.391 	897.534 	988.497 	1356.006 	884.53 	995.959 	967.993 	990.006 	1095.653 	1189.172 	1355.422 	1579.768 
A,TOTAL,MIO_PPS,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1396.413 	1825.493 	2142.589 	1681.357 	2080.394 	2354.941 	2576.502 	2555.246 	2448.841 	2988.156 	3763.114 	4154.201 	5648.924 	6077.615 	6749.837 	7620.182 	8601.155 	9456.363 	9983.025 	11416.896 	14062.282 	16460.177 	18291.705 	19852.344 	20166.888 	20889.437 	23537.252 	26768.945 	: 
A,TOTAL,MIO_PPS,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16486.841 	17040.983 	17303.928 	17841.551 	19488.109 	20887.316 	21790.137 	22843.87 	23474.235 	24048.853 	25089.306 	26478.398 	27825.617 	28351.47 e	27500.25 e	28406.746 e	28891.475 b	28418.155 e	29969.03 	31393.027 e	32825.612 	33415.638 e	34917.963 	36549.966 	37813.51 p	: 	: 	: 	: 
A,TOTAL,MIO_PPS,US	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	154274.286 d	167660.25 d	178000.476 d	188817.426 bd	205168.74 d	223842.429 d	231914.066 d	225039.799 d	241222.151 d	249685.483 bd	268688.688 d	280826.915 d	300191.805 d	314538.091 d	305183.284 d	309166.112 d	318222.795 d	320745.411 d	328387.32 d	341775.045 d	364708.842 bd	370506.115 bd	388378.098 d	418834.33 d	440399.508 d	466446.721 d	518211.57 bd	572933.978 dp	: 
A,TOTAL,MIO_PPS_KP05,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2849.75 e	3014.722 e	3222.338 e	3490.945 	3854.129 e	4071.877 e	4355.849 e	4593.876 	4882.749 e	4997.39 	5598.449 e	5749.001 	6110.69 	6588.529 e	6417.286 	6859.477 e	6912.173 	7598.05 e	7698.401 	8101.939 e	8093.033 	8437.757 e	8464.801 	8772.498 e	9029.18 	8629.582 e	9178.911 	9432.126 e	9679.04 p
A,TOTAL,MIO_PPS_KP05,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	61.101 	75.734 	62.525 	: 	: 	: 	: 	53.807 	55.822 	56.143 	: 	: 
A,TOTAL,MIO_PPS_KP05,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3698.759 	3965.362 	4273.383 	4425.947 	4750.724 	5006.284 	5313.855 	5060.126 	4945.957 	5065.058 	5097.517 	5321.284 	5599.604 	5888.656 	5938.969 	6314.18 	6736.157 	7105.533 	7283.164 	7533.472 	7892.117 	8307.56 	8908.088 	9709.806 	10947.009 	11138.926 	11962.703 	12052.86 e	12318.535 p
A,TOTAL,MIO_PPS_KP05,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	232.579 	239.657 b	229.063 	246.297 	251.188 b	242.301 	227.141 	249.963 	267.294 	283.876 	285.729 	304.801 	316.164 	349.028 	372.084 	431.189 	414.016 	472.955 	496.912 	624.881 	776.468 	648.83 	640.922 	670.292 	770.055 	753.968 	739.434 	751.708 	807.152 p
A,TOTAL,MIO_PPS_KP05,CH	: 	3278.177 	: 	3280.431 b	: 	: 	4530.171 b	: 	: 	4926.084 b	: 	: 	4796.83 	: 	: 	: 	5040.413 	: 	: 	: 	5346.578 	: 	: 	: 	6419.103 	: 	: 	: 	7459.32 	: 	: 	: 	8398.548 	: 	: 	9524.278 	: 	9849.501 	: 	10645.958 	: 	11347.814 	: 	: 
A,TOTAL,MIO_PPS_KP05,CN_X_HK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10106.438 	11606.963 	12600.671 	12933.908 	12965.036 	14105.786 	17474.306 	19088.681 	23826.39 	30797.085 b	35107.245 	43059.003 	50092.53 	59908.148 	71507.008 	84531.07 	97109.668 	112507.865 	141383.658 b	162190.637 	184630.809 	211979.146 	238132.739 	258401.986 	281721.987 	310442.064 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,MIO_PPS_KP05,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.177 	28.355 	31.264 	33.937 	41.55 	48.536 	53.746 	61.664 	67.416 	73.923 	73.913 	83.388 	85.015 	87.24 	81.446 	84.286 	87.433 	83.93 	97.805 	107.986 	129.082 	157.351 	178.965 	187.529 	182.396 	181.171 p
A,TOTAL,MIO_PPS_KP05,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1229.905 b	1301.616 	1438.592 	1537.531 	1542.057 	1697.429 	1730.572 	1755.629 	1889.013 	1975.05 	2144.935 	2416.47 	2696.896 	2636.092 	2619.79 	2741.155 	3254.438 	3702.9 	3933.982 	4187.053 	4308.951 	3836.033 	4256.479 	4706.463 	4923.562 	4785.081 	4946.285 	4976.229 	4821.558 p
A,TOTAL,MIO_PPS_KP05,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43400.688 b	42127.837 e	40524.064 	40037.252 e	40884.238 	41452.266 	43110.209 	44535.883 	47961.836 	50588.584 	51258.667 	51772.71 	52220.04 	51971.54 	52429.549 	55080.545 	56409.951 	60508.331 	59756.053 	61948.748 	66050.247 	68168.822 	67358.698 	69847.406 	72387.548 	74220.358 	79002.897 	81541.647 	84020.662 	79987.623 	82625.487 	83549.233 	84257.311 p
A,TOTAL,MIO_PPS_KP05,DK	: 	888.055 	955.638 	1025.465 	1095.158 	1172.149 	1311.046 	1411.222 	1492.898 	1551.823 	1654.825 	1750.179 	1818.981 	1905.414 	: 	2188.443 	2273.886 e	2455.234 	2665.2 	2909.782 	3102.037 	3325.703 	3507.625 	3620.942 	3582.186 	3627.118 	3783.737 	3997.058 b	4379.522 	4585.638 	4461.918 	4563.981 	4629.714 	4657.936 	4644.046 	4983.872 	5200.498 	5072.095 	5242.457 	5283.614 p	5213.295 	5178.878 p	5496.069 	5866.482 p
A,TOTAL,MIO_PPS_KP05,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	128584.733 e	132863.452 e	135692.214 e	136796.135 e	138642.284 e	141256.938 e	148358.962 e	153658.077 e	161980.465 e	162145.3 e	166108.507 e	172619.594 e	175608.866 e	176401.282 e	180357.791 e	184195.941 	187584.31 e	196079.748 	202524.884 e	209664.676 	203457.198 e	212264.086 	217394.14 e	216187.654 e
A,TOTAL,MIO_PPS_KP05,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	128994.541 e	133286.047 e	136139.421 e	137268.292 e	139175.689 e	141719.364 e	148778.578 e	154129.582 e	162518.339 e	162620.038 e	166519.78 e	173033.945 e	176014.165 e	176837.002 e	180777.836 e	184657.358 	188074.335 e	196584.56 	203107.508 e	210348.634 	204176.368 e	213078.36 	218392.344 e	217196.054 e
A,TOTAL,MIO_PPS_KP05,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	66.763 	79.665 	77.719 	95.849 	104.393 	120.627 	142.516 	169.232 	225.405 	230.724 	258.831 	246.542 	285.528 	446.849 	424.632 	349.27 	298.631 	311.315 	271.308 	294.397 	337.358 	402.546 	424.161 	461.19 	463.953 	469.814 
A,TOTAL,MIO_PPS_KP05,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	663.588 b	: 	728.724 	: 	1032.804 	: 	1100.194 	: 	1184.934 	1202.195 e	1332.296 	1366.106 e	1450.248 e	1663.678 be	1507.856 e	1356.451 e	1381.702 	1332.969 	1489.8 	1542.919 	1768.922 	1830.173 	2122.423 	2274.439 	2433.741 	2606.206 	2726.796 	2971.104 	3073.495 p
A,TOTAL,MIO_PPS_KP05,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5330.23 	5587.059 e	5716.258 	6501.855 	6712.636 	7431.467 	7768.41 	8621.242 	9464.152 	9920.464 	10850.713 	12080.897 	13173.167 	14167.533 	14019.787 	13985.364 	13617.786 	12882.909 	12462.883 	12307.041 	12574.788 	12611.843 	13209.471 	13874.159 	14251.624 	14269.254 	15220.617 	16284.621 	17751.748 p
A,TOTAL,MIO_PPS_KP05,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	145907.476 e	151302.397 e	154178.38 e	155418.174 e	157405.837 e	160718.776 e	169295.484 e	175166.021 e	185036.904 e	184987.064 e	189278.717 e	197268.44 e	201840.301 e	203217.555 e	207937.943 e	214103.264 	217194.074 e	227853.011 	237221.154 e	246605.263 e	240594.488 e	251440.998 e	257982.324 e	258558.857 e
A,TOTAL,MIO_PPS_KP05,FI	: 	820.127 b	: 	990.155 	1123.743 	1231.884 e	1335.581 	1459.114 	1563.045 e	1671.453 	1752.196 e	1783.534 b	1805.443 e	1823.504 	2002.417 	2078.652 	2397.569 e	2724.977 	3052.027 	3496.472 	3922.438 	3965.591 	4108.311 	4248.774 	4432.949 	4576.29 	4772.742 	5032.968 	5376.303 	5217.462 	5340.945 	5349.227 	4955.496 	4727.228 	4531.033 	4156.189 	4054.833 	4188.904 	4283.247 	4402.574 	4471.979 	4717.311 	4739.296 	4850.056 
A,TOTAL,MIO_PPS_KP05,FR	: 	17347.3 b	18548.916 	19146.268 	20315.573 	21201.24 	21542.416 	22527.415 	23500.415 	25028.093 	26689.275 	27032.707 	27518.189 	27791.053 	27820.74 	28057.211 	28233.038 	27908.063 b	28218.053 	29358.371 	30345.177 b	31639.331 	32544.879 	32007.923 	32516.796 b	32369.232 	33204.342 	33627.429 	34345.725 	35787.032 	35925.298 b	36967.98 	37713.607 	38111.754 	38341.141 	38734.365 	39079.34 	39526.444 	40174.208 	40851.561 	39146.311 	40710.281 	41881.215 	41655.84 p
A,TOTAL,MIO_PPS_KP05,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	447.207 	472.157 	533.405 	462.426 	419.616 	471.504 	537.874 	474.738 	411.273 	414.351 	405.299 	435.72 	420.046 	461.417 	490.025 	504.812 	582.624 	683.958 	719.17 	814.274 	998.203 	1008.4 p
A,TOTAL,MIO_PPS_KP05,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	695.18 d	621.003 d	710.32 d	693.882 d	731.23 d	899.299 d	1080.653 d	1219.723 d	1186.152 d	1165.058 b	1299.378 	1435.474 	1405.69 	1454.288 	1567.16 	1584.936 	1686.936 	1772.022 	1990.478 	2015.574 	2081.781 	1873.892 	2180.923 	2630.695 b	2695.739 	2782.891 	3080.472 	2733.615 d	2700.15 d
A,TOTAL,MIO_PPS_KP05,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	830.453 e	925.351 e	1004.019 e	1061.539 	1118.358 e	1151.704 	1177.122 	1251.078 	1372.537 	1535.36 	1643.033 	1734.969 	1880.777 	2025.247 	2229.342 e	2239.531 e	2195.567 e	2198.041 e	2231.871 e	2347.953 	2258.725 	2304.219 	2665.199 	2567.892 e	2834.095 	3003.147 	3331.552 	: 	: 
A,TOTAL,MIO_PPS_KP05,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	86.375 	: 	113.771 	132.535 	157.96 	190.833 e	219.167 	218.942 e	214.46 	: 	243.013 	275.04 	264.863 	263.363 	256.304 	: 	234.745 be	: 	174.642 b	203.171 	239.058 	245.825 	252.925 	254.744 	303.497 	300.081 	352.61 	359.179 	368.048 
A,TOTAL,MIO_PPS_KP05,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11501.926 	11816.858 	12567.477 b	13021.909 	12922.183 	13730.777 	14511.499 	15110.476 	14816.672 	14910.142 	14936.801 	15767.585 	16668.108 	16956.406 	16850.763 	17113.229 	16981.645 	17280.514 	17488.703 	17991.561 e	18159.832 	18757.327 b	19125.055 	20066.616 	20667.251 	19392.229 	19883.264 	20156.304 	19503.657 p
A,TOTAL,MIO_PPS_KP05,JP	36302.425 	40113.679 	43105.79 	46981.694 	50762.218 	56600.407 	57505.938 	61597.852 	66330.519 	72138.376 	78080.528 	80130.822 	79668.412 	78178.683 	77444.92 	82671.111 	81672.921 b	84854.666 	87053.958 	87383.584 	90087.609 	92600.022 	94110.141 	96564.194 	98508.723 	105381.589 	110416.919 	114569.136 	113561.084 b	103888.631 	105369.7 	109059.731 	109658.649 	115806.477 b	119316.118 	116713.922 	112116.479 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,MIO_PPS_KP05,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7137.846 d	7948.001 d	9230.299 d	10955.452 d	12250.493 d	13539.506 d	14574.853 d	12960.763 d	13793.175 d	15850.108 d	17789.622 d	18562.822 d	19759.971 d	22323.592 d	24057.751 d	27273.162 d	30487.423 b	32636.231 	34654.07 	38840.659 	43496.769 	47844.728 	50734.406 	54222.321 	54894.229 	57446.455 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,MIO_PPS_KP05,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	93.33 	112.518 b	133.108 	145.014 	132.388 	160.052 	194.388 	204.391 	228.244 	274.03 	295.381 	336.657 	377.388 	381.23 	341.012 	328.129 	399.941 	411.792 	455.008 	512.656 	530.141 	441.353 	490.37 	532.579 	593.064 	675.535 	703.702 	690.382 	688.397 p
A,TOTAL,MIO_PPS_KP05,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	355.647 	: 	: 	398.215 	406.039 	408.403 	458.01 	471.922 e	463.013 	460.114 	427.924 	432.634 	372.507 b	392.976 	397.79 	418.603 	444.583 	440.513 	421.706 	437.697 	402.178 e	409.515 	420.408 	408.064 p
A,TOTAL,MIO_PPS_KP05,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55.787 	52.393 	52.673 	58.077 	55.458 	72.322 	70.977 	78.459 	75.825 	91.158 	134.443 	188.465 	177.26 	178.495 	113.99 	147.243 	181.531 	181.368 	170.794 	196.047 	182.575 	131.633 	160.085 	208.362 	209.395 	231.657 	252.392 	270.735 	280.732 
A,TOTAL,MIO_PPS_KP05,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79.779 	80.523 	66.182 	69.868 	73.434 	70.906 	: 	76.372 	: 
A,TOTAL,MIO_PPS_KP05,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.227 	16.988 	34.95 b	38.961 	43.691 	43.18 	43.233 	41.087 	50.4 	57.127 	71.923 	70.124 	70.291 	79.66 	64.048 	70.428 	78.312 	81.95 	86.658 	98.063 	98.414 	111.923 
A,TOTAL,MIO_PPS_KP05,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6960.499 	7266.934 b	7593.73 	7506.345 	8248.444 b	8451.043 	8662.246 	8427.56 	8616.896 	8813.749 	8919.232 	9053.749 	9017.559 	8941.39 	8822.76 	9167.906 	10273.658 b	10368.678 b	11666.525 b	11916.402 	11983.861 	12260.071 	12757.199 	12807.934 	13337.185 	13568.771 	14104.044 	14541.892 b	13928.988 e
A,TOTAL,MIO_PPS_KP05,NO	: 	1029.538 	1094.93 e	1176.277 	1328.5 be	1500.291 	: 	1770.086 	: 	1806.565 	: 	1860.613 	: 	2071.636 	: 	2245.436 b	: 	2395.557 	: 	2527.588 	: 	2592.077 	2739.353 	2849.038 	2722.953 	2682.389 	2697.376 	2983.196 	2973.763 	3239.086 	3120.874 	3109.116 	3180.581 	3275.993 	3468.354 	3988.561 	4264.44 	4474.422 	4409.983 	4681.27 	4855.875 	4243.703 	3606.811 	4290.643 p
A,TOTAL,MIO_PPS_KP05,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1788.8 b	1963.005 	2101.265 	2254.867 	2434.078 	2397.816 	2353.436 	2151.604 	2152.152 	2319.643 	2444.152 	2539.224 	2770.295 	3078.129 	3487.248 	3942.615 	4291.939 	5158.459 	5169.955 	5767.387 	6358.505 	6311.796 	7112.993 	8757.774 	10037.303 	10302.375 	11371.908 	12189.728 	13221.683 p
A,TOTAL,MIO_PPS_KP05,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	791.813 	871.531 e	933.47 	1084.419 	1228.401 	1350.812 e	1459.623 	1388.219 e	1329.918 	1414.368 e	1480.644 	1895.86 e	2288.901 	2948.131 b	3126.519 	3086.554 	2880.154 	2613.556 	2487.518 	2440.949 	2396.25 	2514.888 	2680.848 	2819.407 	2991.374 	3169.033 	3464.288 	3758.325 	3855.422 p
A,TOTAL,MIO_PPS_KP05,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	977.285 b	903.402 	732.011 	618.387 	495.344 	466.674 	524.587 	534.555 	575.883 	623.676 	691.681 	827.243 	993.242 	1172.019 	890.312 	860.623 	955.702 b	948.998 	803.034 	818.613 	1078.499 	1110.875 	1246.916 	1297.265 	1288.303 	1212.814 	1299.219 	1326.82 	1516.771 p
A,TOTAL,MIO_PPS_KP05,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	513.645 	447.888 	436.296 	541.802 	435.638 	452.005 	514.557 	549.684 	583.948 	642.591 	647.491 	654.044 	773.852 	770.36 	764.132 
A,TOTAL,MIO_PPS_KP05,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12940.33 	12181.439 	11669.932 	11297.212 	12367.415 	13548.641 	11719.544 	13018.565 	15097.177 	17786.473 	19761.974 	21852.963 	20968.178 	20689.874 	22480.976 	25381.666 	24996.023 	27620.616 	26058.121 	26219.597 	27734.394 	28365.276 	29466.214 	29650.16 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,MIO_PPS_KP05,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5131.761 be	: 	5814.006 be	: 	6437.147 e	: 	7218.055 e	: 	8774.257 e	: 	8458.446 e	8280.659 e	8506.418 b	9209.957 e	8857.094 	9449.487 e	8844.793 	8736.5 e	9067.483 	9141.09 e	9328.256 e	9102.552 e	9857.83 	10137.816 e	10758.123 	10808.701 	11258.053 	11367.694 	11746.441 	12115.811 	12429.007 p
A,TOTAL,MIO_PPS_KP05,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	398.805 e	349.732 	362.516 	392.091 	423.002 	446.185 	496.95 	505.633 	450.044 	515.722 	553.964 	635.062 	630.627 	743.825 b	770.903 	879.746 	1040.413 b	1073.363 	1068.998 	1011.414 	960.862 	906.526 	884.35 	963.032 	1044.296 	1049.52 	1128.536 	1138.147 	1180.926 p
A,TOTAL,MIO_PPS_KP05,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	440.387 	462.266 	578.852 b	438.082 	368.363 	368.148 	371.24 	349.412 	367.103 	344.111 	361.135 	377.175 	393.653 	427.994 	414.434 	566.838 	627.563 	773.662 	803.281 	881.711 	1223.225 	848.687 	980.29 	962.599 	972.12 	1025.463 	1097.904 	1195.643 	1292.549 
